Medigap	191	198	doctor	127	133	NYT__ENG__20080130.0107.LDC2009T13	/organization/organization/founders	5	The plans are popular because in return for a beneficiary's Medicare premium, the plans allow members to receive care from any doctor, cover many of the expenses generally covered by private Medigap plans, and offer additional benefits such as vision, hearing and dental care.	n
Iraq	63	67	Clinton	105	112	NYT__ENG__20080130.0233.LDC2009T13	/organization/organization/founders	17	He publicly reversed himself on his 2002 vote to authorize the Iraq war, and taunted Sen. Hillary Rodham Clinton for her refusal to apologize for the same vote, hoping to appeal to a Democratic base that was increasingly anti-war.	n
Kennedy	164	171	other Kennedys	94	108	NYT__ENG__20080130.0214.LDC2009T13	/people/deceased_person/cause_of_death	18	Kennedy introduced Obama and served as a constant visual reminder of recent endorsements from other Kennedys, including the former president's brother, Sen. Edward Kennedy.	n
Federal Reserve	72	87	New York Times	2	16	NYT__ENG__20080130.0269.LDC2009T13	/organization/organization/founders	11	A New York Times News Service article about the difficulties facing the Federal Reserve misstated the federal funds rate after the Fed's policy-making committee made a quarter-point cut in December.	n
Moroccan	132	140	lemon	77	82	NYT__ENG__20080130.0105.LDC2009T13	/people/person/religion	17	Havre blends the citrus flavors of marmalade into savory pickles, like Meyer lemon with paprika and sea salt, and makes traditional Moroccan preserved lemons to flavor soups, stews and meats, flavored with cinnamon and bay.	n
Catholic school	253	268	working-class	215	228	NYT__ENG__20080130.0184.LDC2009T13	/organization/organization/founders	1	The College of the Holy Cross in Worcester announced Wednesday it will waive tuition for students from the city of Worcester whose families earn less than $50,000 a year, in an effort to attract more low-income and working-class students to the private Catholic school.	n
presidential races	93	111	Rudy Giuliani	50	63	NYT__ENG__20080130.0249.LDC2009T13	/people/person/parents	1	WASHINGTON - Democrat John Edwards and Republican Rudy Giuliani Wednesday dropped out of the presidential races, setting the stage for a national showdown next week between two clear front- runners in each party.	n
Mike Huckabee	177	190	Republican	4	14	NYT__ENG__20080130.0249.LDC2009T13	/people/person/nationality	9	The Republican race still has four major candidates, but with Representative Ron Paul of Texas drawing support from a small libertarian faction of the party and former governor Mike Huckabee of Arkansas concentrating on Southern states, supporters of Senator John McCain of Arizona and former governor Mitt Romney of Massachusetts said they are the only candidates running truly national campaigns.	n
Republicans	84	95	Democrats	142	151	NYT__ENG__20080130.0179.LDC2009T13	/people/person/religion	2	Each party now has just two viable candidates - John McCain and Mitt Romney for the Republicans, and Hillary Clinton and Barack Obama for the Democrats.	n
Plaxico Burress	11	26	Michigan	33	41	NYT__ENG__20080130.0205.LDC2009T13	/people/person/place_of_birth	17	Toomer and Plaxico Burress, from Michigan State, give the Giants a potent receiving tandem from one of the state's fiercest rivalries.	n
World War II	90	102	combat	108	114	NYT__ENG__20080130.0074.LDC2009T13	/organization/organization/founders	16	He graduated in 1945 with a bachelor's degree in mechanical engineering and served during World War II as a combat engineer.	n
president of the European Parliament	92	128	Condoleezza Rice	149	165	NYT__ENG__20080130.0157.LDC2009T13	/organization/organization/founders	10	The letter, prompted by Musharraf's recent visit to European capitals, was addressed to the president of the European Parliament, Secretary of State Condoleezza Rice, President Nicolas Sarkozy of France, Prime Minister Gordon Brown of Britain and the head of the World Economic Forum.	n
Bill Clinton	114	126	president	82	91	NYT__ENG__20080130.0216.LDC2009T13	/people/deceased_person/cause_of_death	6	Accompanying Giustra on his luxuriously appointed MD-87 jet that day was a former president of the United States, Bill Clinton.	n
power	62	67	fuel	120	124	NYT__ENG__20080130.0216.LDC2009T13	/people/person/nationality	42	Exploding demand for energy had helped revitalize the nuclear power industry, and uranium, the raw material for reactor fuel, was about to become a hot commodity.	n
President Clinton	208	225	Kazatomprom	183	194	NYT__ENG__20080130.0216.LDC2009T13	/people/person/nationality	114	On Wednesday, Clinton's spokesman, Ben Yarrow, issued what he called a "correction," saying: "Today, Mr. Giustra told our office that in February 2007, he brought Mr. Dzhakishev from Kazatomprom to meet with President Clinton to discuss the future of nuclear energy."	n
Geneva	51	57	WHO	29	32	NYT__ENG__20080130.0210.LDC2009T13	/people/person/place_of_birth	7	Nevertheless, officials from WHO, a U.N. agency in Geneva, said they were troubled by the discovery.	n
Republican	62	72	House	80	85	NYT__ENG__20080130.0196.LDC2009T13	/organization/organization/founders	20	He forged a reputation as an independent while he was the top Republican on the House oversight committee, occasionally challenging the Bush administration.	n
journalists	97	108	Reporters Without Borders	152	177	NYT__ENG__20080130.0170.LDC2009T13	/people/person/religion	23	He is the first journalist killed this year in Iraq, which ranks as the most dangerous place for journalists, according to the Paris-based organization Reporters Without Borders.	n
plot	26	30	Lost	19	23	NYT__ENG__20080130.0129.LDC2009T13	/people/person/nationality	11	On the other hand, Lost's plot points are so convoluted, even a spoiler may not be what it seems.	n
Reagan	46	52	Sen. Hillary Rodham Clinton	289	316	NYT__ENG__20080130.0247.LDC2009T13	/people/person/children	8	Hours before McCain used the symbolism of the Reagan library to help reassure wary conservatives as he faces off against Mitt Romney for the Republican nomination, Edwards chose another symbolic backdrop, the 9th Ward of New Orleans, to announce that he would leave the Democratic race to Sen. Hillary Rodham Clinton, D-N.Y., and Sen. Barack Obama, D-Ill.	n
McCain	343	349	Republicans	19	30	NYT__ENG__20080130.0247.LDC2009T13	/people/person/ethnicity	13	Although two other Republicans remain in the race -- Mike Huckabee, the former governor of Arkansas, and Rep. Ron Paul of Texas -- it is now primarily a showdown between McCain, whose victory in Florida on Tuesday established him as his party's front-runner, and Romney, who is trying to establish himself as a more reliable conservative than McCain.	n
Obama	37	42	Democratic	12	22	NYT__ENG__20080130.0250.LDC2009T13	/people/person/religion	34	Some of the Democratic resistance to Obama's magic comes from people who are wary of politicians who want to win their hearts.	n
Eli Stone	0	9	Victor Garber	76	89	NYT__ENG__20080130.0116.LDC2009T13	/people/person/parents	22	Eli Stone is also blessed with a terrific supporting cast, including Alias' Victor Garber as Eli's Gordon Gekko-ish boss and future father-in-law, Ed's Tom Cavanaugh as his dead dad and Boston Public's Loretta Divine as his sassy assistant.	n
California	56	66	Republicans	76	87	NYT__ENG__20080130.0235.LDC2009T13	/people/person/nationality	94	Illegal immigration will inevitably be batted around in California, but the Republicans may want to be careful: Gov. Arnold Schwarzenegger, a Republican who has been courted by both candidates but is expected to endorse McCain, has expressed his displeasure at his party's tough line over this issue.	n
nominating convention	139	160	Obama	195	200	NYT__ENG__20080130.0072.LDC2009T13	/people/person/parents	16	Indeed, Edwards was poised to collect enough delegates in early nominating contests to potentially influence the outcome at the Democratic nominating convention in August, if neither Clinton nor Obama won enough delegates to clinch the nomination.	n
day of Christmas	17	33	Epiphany	49	57	NYT__ENG__20080130.0083.LDC2009T13	/people/person/nationality	11	This is the 12th day of Christmas, Kings Day, or Epiphany.	n
primary	59	66	Bush	102	106	NYT__ENG__20080130.0236.LDC2009T13	/people/person/parents	8	He scored a major victory in the state's 2000 presidential primary against George W. Bush, even while Bush appeared to be cruising to the nomination.	n
presidential primary	46	66	Bush	102	106	NYT__ENG__20080130.0236.LDC2009T13	/people/person/parents	8	He scored a major victory in the state's 2000 presidential primary against George W. Bush, even while Bush appeared to be cruising to the nomination.	n
Henry Cabot Lodge Jr.	71	92	Republican	17	27	NYT__ENG__20080130.0236.LDC2009T13	/people/person/ethnicity	30	But as the first Republican to run nationally from Massachusetts since Henry Cabot Lodge Jr., in 1960, Romney left office last year without solid local party backing.	n
Internet	7	15	privacy	42	49	NYT__ENG__20080130.0114.LDC2009T13	/organization/organization/founders	24	On the Internet there is no such thing as privacy.	n
first Bush-Gore	70	85	White	0	5	NYT__ENG__20080130.0101.LDC2009T13	/people/person/nationality	13	White House Press Secretary Dana Perino said Monday's session was the first Bush-Gore private meeting since the election.	n
New Hampshire	71	84	McCain	19	25	NYT__ENG__20080130.0016.LDC2009T13	/organization/organization/founders	6	More tellingly for McCain, who won with the support of independents in New Hampshire and South Carolina, only registered Republicans could vote in Florida.	n
Mahmoud Abbas	49	62	Fatah	227	232	NYT__ENG__20080130.0057.LDC2009T13	/people/person/religion	17	In Cairo on Wednesday, the Palestinian president Mahmoud Abbas repeated his rejection of negotiations with Hamas to work out a new border regime after talks with President Hosni Mubarak of Egypt, who has urged Hamas and Abbas' Fatah movement to stop fighting.	n
Britain and the Commonwealth	110	138	airmen	98	104	NYT__ENG__20080130.0285.LDC2009T13	/organization/organization/founders	12	The most storied escape occurred on the night of March 24, 1944, when 76 Allied prisoners, mostly airmen from Britain and the Commonwealth nations, tunneled out of Stalag Luft III.	n
Reagan	46	52	Sen. Hillary Rodham Clinton	289	316	NYT__ENG__20080130.0274.LDC2009T13	/people/person/children	5	Hours before McCain used the symbolism of the Reagan library to help reassure wary conservatives as he faces off against Mitt Romney for the Republican nomination, Edwards chose another symbolic backdrop, the 9th Ward of New Orleans, to announce that he would leave the Democratic race to Sen. Hillary Rodham Clinton, D-N.Y., and Sen. Barack Obama, D-Ill.	n
McCain	343	349	Republicans	19	30	NYT__ENG__20080130.0274.LDC2009T13	/people/person/ethnicity	10	Although two other Republicans remain in the race -- Mike Huckabee, the former governor of Arkansas, and Rep. Ron Paul of Texas -- it is now primarily a showdown between McCain, whose victory in Florida on Tuesday established him as his party's front-runner, and Romney, who is trying to establish himself as a more reliable conservative than McCain.	n
Anheuser-Busch	76	90	Super Bowl XLII	56	71	NYT__ENG__20080130.0177.LDC2009T13	/organization/organization/founders	33	Among the other advertisers putting on a happy face for Super Bowl XLII are Anheuser-Busch, with a commercial for Budweiser beer about a Dalmatian helping a Clydesdale achieve a dream, and Bridgestone Firestone North America, with spots featuring Alice Cooper, Richard Simmons, a deer and a squirrel.	n
safety	49	55	accident	103	111	NYT__ENG__20080802.0032.LDC2009T13	/people/person/nationality	20	Local residents had been raising questions about safety on the construction site for months before the accident.	n
Michael Osterholm	32	49	Minnesota	127	136	NYT__ENG__20080802.0010.LDC2009T13	/people/person/religion	8	"The one great certainty," said Michael Osterholm, director of the Center for Infectious Disease Research at the University of Minnesota, "is that there will be a next time, and it could be as soon as tomorrow."	n
Green Bay	0	9	Tampa Bay	23	32	NYT__ENG__20080802.0091.LDC2009T13	/people/person/place_of_birth	21	Green Bay is home, not Tampa Bay or New York or Carolina.	n
Communion	81	90	Bishop Gene Robinson	92	112	NYT__ENG__20080802.0085.LDC2009T13	/organization/organization/founders	2	For a man at the heart of a bitter dispute that threatens to sunder the Anglican Communion, Bishop Gene Robinson seems more relaxed than almost any of the 650 bishops and archbishops gathered for the Lambeth Conference, the once-a-decade assembly that brings together the leaders of an estimated 80 million Anglicans worldwide.	n
Communion	81	90	Bishop	92	98	NYT__ENG__20080802.0085.LDC2009T13	/organization/organization/founders	2	For a man at the heart of a bitter dispute that threatens to sunder the Anglican Communion, Bishop Gene Robinson seems more relaxed than almost any of the 650 bishops and archbishops gathered for the Lambeth Conference, the once-a-decade assembly that brings together the leaders of an estimated 80 million Anglicans worldwide.	n
Anglican Communion	72	90	Bishop Gene Robinson	92	112	NYT__ENG__20080802.0085.LDC2009T13	/organization/organization/founders	2	For a man at the heart of a bitter dispute that threatens to sunder the Anglican Communion, Bishop Gene Robinson seems more relaxed than almost any of the 650 bishops and archbishops gathered for the Lambeth Conference, the once-a-decade assembly that brings together the leaders of an estimated 80 million Anglicans worldwide.	n
Anglican Communion	72	90	Bishop	92	98	NYT__ENG__20080802.0085.LDC2009T13	/organization/organization/founders	2	For a man at the heart of a bitter dispute that threatens to sunder the Anglican Communion, Bishop Gene Robinson seems more relaxed than almost any of the 650 bishops and archbishops gathered for the Lambeth Conference, the once-a-decade assembly that brings together the leaders of an estimated 80 million Anglicans worldwide.	n
Democrats	49	58	Obama	3	8	NYT__ENG__20080802.0008.LDC2009T13	/organization/organization/founders	7	If Obama sees this plan as viable, congressional Democrats are likely to fall into line.	n
Paris	147	152	celebrities	111	122	NYT__ENG__20080802.0125.LDC2009T13	/organization/organization/founders	21	Obama's focus on the economy in recent days has been undercut by new McCain ads likening the Democrat to vapid celebrities like Britney Spears and Paris Hilton and accusing him of injecting race into the campaign by suggesting McCain is trying to scare people about Obama being different.	n
Paris	147	152	Democrat	93	101	NYT__ENG__20080802.0125.LDC2009T13	/people/person/ethnicity	21	Obama's focus on the economy in recent days has been undercut by new McCain ads likening the Democrat to vapid celebrities like Britney Spears and Paris Hilton and accusing him of injecting race into the campaign by suggesting McCain is trying to scare people about Obama being different.	n
first base	150	160	innings	42	49	NYT__ENG__20080802.0095.LDC2009T13	/people/person/nationality	2	On Thursday night against the Yankees, 12 innings into his tenure with the team -- the Angels had traded for him two days before -- Teixeira stood on first base, peered at the third-base coach Dino Ebel and was signed unequivocally: Steal.	n
AL West	52	59	playoff	85	92	NYT__ENG__20080802.0095.LDC2009T13	/organization/organization/founders	23	This year's wild card will not be coming out of the AL West, but the most formidable playoff team probably will be.	n
Democrat	26	34	Connecticut	38	49	NYT__ENG__20080802.0031.LDC2009T13	/people/person/place_of_birth	4	Sen. Christopher J. Dodd, Democrat of Connecticut, said the agency appeared to be moving at a deliberately slow pace for the benefit of sunscreen manufacturers.	n
Soviet republic	23	38	separatist	58	68	NYT__ENG__20080802.0067.LDC2009T13	/organization/organization/founders	2	Troops from the former Soviet republic of Georgia battled separatist fighters in a rebel republic overnight, killing at least six people and wounding more than a dozen others, officials from both sides said Saturday.	n
Soviet republic	23	38	separatist	58	68	NYT__ENG__20080802.0050.LDC2009T13	/organization/organization/founders	2	Troops from the former Soviet republic of Georgia battled separatist fighters in a rebel republic overnight, killing at least six people and wounding more than a dozen others, officials from both sides said Saturday.	n
Mary Landrieu	253	266	Nebraska	303	311	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Mary Landrieu	253	266	South Dakota	156	168	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Mary Landrieu	253	266	South Carolina	192	206	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Mark Pryor	144	154	South Carolina	192	206	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Johnny Isakson	287	301	South Dakota	156	168	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Johnny Isakson	287	301	Louisiana	234	243	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Johnny Isakson	287	301	Tennessee	337	346	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Johnny Isakson	287	301	South Carolina	192	206	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
Ben Nelson	321	331	Georgia	268	275	NYT__ENG__20080802.0013.LDC2009T13	/people/person/place_of_birth	27	The group includes mostly moderates and senators from oil- and ethanol-producing states: Arkansas' two Democratic senators, Blanche Lincoln and Mark Pryor; South Dakota Republican John Thune; South Carolina Republican Lindsey Graham; Louisiana Democrat Mary Landrieu; Georgia Republican Johnny Isakson; Nebraska Democrat Ben Nelson; and Tennessee Republican Bob Corker.	n
